Brand,Model,Type,State,City,Gender,Size,Color,Material,Price (USD),Units Sold,Total Sales
Converse,Chuck 70,Casual,Pennsylvania,Philadelphia,Women,7.5,Egret,Canvas,85,175,122500
Puma,Ralph Sampson Mid,Basketball,Pennsylvania,Philadelphia,Men,9.5,White,Leather,90,275,206250
Vans,Era,Skate,Pennsylvania,Philadelphia,Men,8.5,Red,Canvas,55,450,157500
New Balance,FuelCell Rebel v2,Running,Pennsylvania,Philadelphia,Women,7,Purple,Mesh,130,450,202500
Asics,GT-2000 10,Running,Pennsylvania,Philadelphia,Men,9.5,Grey,Mesh,120,450,202500
Fila,Trailblazer,Hiking,Pennsylvania,Philadelphia,Women,8,Beige,Leather/Synthetic,85,300,135000
Skechers,Summits,Training,Nevada,Las Vegas,Men,11,Black,Mesh,60,250,125000
Nike,Air Force 1,Basketball,Nevada,Las Vegas,Men,11,White,Leather,90,475,213750
Adidas,Yeezy Boost 350 V2,Lifestyle,Nevada,Las Vegas,Men,10,Cream,Primeknit,220,525,183750
Reebok,Zig Kinetica,Running,Nevada,Las Vegas,Women,9,Pink,Mesh,120,425,191250
Converse,Chuck 70,Casual,Nevada,Las Vegas,Men,9,Black,Canvas,85,425,191250
Puma,Clyde All-Pro,Basketball,Nevada,Las Vegas,Men,9.5,Black,Leather,130,275,123750
Vans,Sk8-Hi,Skate,Nevada,Las Vegas,Women,7,Black/White,Suede/Canvas,70,200,100000
New Balance,574,Casual,Nevada,Las Vegas,Men,8,Grey,Suede/Mesh,80,400,180000
Asics,Gel-Quantum 360,Running,Nevada,Las Vegas,Women,7.5,Grey,Mesh,170,550,247500
Fila,Mindblower,Fashion,Nevada,Las Vegas,Men,11,White/Red,Leather,75,400,220000
Skechers,Energy Wave Linxe,Walking,Nevada,Las Vegas,Women,8,Grey,Mesh,60,400,220000
Nike,React Infinity Run Flyknit 2,Running,Nevada,Las Vegas,Men,9.5,Black/White,Flyknit,160,300,165000
Adidas,Ultraboost DNA,Running,Nevada,Las Vegas,Women,6.5,White,Primeknit,180,175,105000
Reebok,Nano X1,Training,Nevada,Las Vegas,Men,10,Blue,Mesh,130,375,206250
Converse,Jack Purcell,Casual,Nevada,Las Vegas,Women,7,White,Canvas,65,550,330000
Puma,Calibrate Runner,Running,Nevada,Las Vegas,Men,10.5,Grey,Mesh,120,350,227500
Vans,Slip-On,Skate,Nevada,Las Vegas,Men,8.5,Black/White,Canvas,50,400,260000
New Balance,FuelCell Rebel V2,Running,Nevada,Las Vegas,Women,7.5,Pink,Mesh,110,300,180000
Asics,Gel-Kayano 27,Running,Nevada,Las Vegas,Men,11.5,Black,Mesh,160,200,130000
Fila,Original Fitness,Casual,Nevada,Las Vegas,Women,8.5,White,Leather,60,350,280000
Skechers,Go Run Mojo 2.0,Running,Nevada,Las Vegas,Men,9,Black,Mesh,55,550,330000
Nike,Zoom Fly 3,Running,Nevada,Las Vegas,Women,9,Blue,Mesh,160,400,260000
Nike,Blazer Mid '77,Basketball,Nevada,Las Vegas,Men,11,White/Black,Leather,100,400,260000
Adidas,Yeezy Boost 350 V2,Lifestyle,Nevada,Las Vegas,Women,6.5,Cloud White,Primeknit,220,300,180000
Reebok,Nano X1,CrossFit,Nevada,Las Vegas,Men,9.5,Black/White,Knit/Synthetic,130,200,130000
Converse,Jack Purcell,Casual,Nevada,Las Vegas,Women,8,Pink,Canvas,65,450,360000
Puma,Calibrate,Running,Nevada,Las Vegas,Men,10,Grey/White,Mesh/Synthetic,120,700,420000
Vans,Sk8-Hi,Skate,Nevada,Las Vegas,Women,7,Black/White,Suede/Canvas,70,550,357500
New Balance,574,Casual,Nevada,Las Vegas,Men,12,Navy/Red,Suede/Mesh,85,550,357500
Asics,Gel-Quantum 90,Running,Nevada,Las Vegas,Women,7.5,Black/Gold,Mesh/Synthetic,90,425,255000
Fila,Original Fitness,Casual,Nevada,Las Vegas,Men,11,White/Navy/Red,Leather,70,300,195000
Skechers,Elite Flex,Walking,Nevada,Las Vegas,Women,9,Grey/Pink,Knit,70,600,480000
Nike,Air Zoom Pegasus 38,Running,Nevada,Las Vegas,Men,10,Blue,Mesh/Synthetic,120,750,450000
Adidas,NMD_R1,Lifestyle,Nevada,Las Vegas,Women,8.5,Black/Pink,Knit,140,600,390000
Reebok,Floatride Energy 3,Running,Nevada,Las Vegas,Men,8.5,White/Black,Knit/Synthetic,100,550,357500
Converse,All Star Chuck 70,Skate,Nevada,Las Vegas,Women,9,Black,Canvas,85,450,270000
Puma,Clyde All-Pro,Basketball,Nevada,Las Vegas,Men,9,Black/Yellow,Leather/Synthetic,130,500,325000
Vans,Era,Skate,Nevada,Las Vegas,Women,8,Multi-color,Canvas,55,500,400000
New Balance,Fresh Foam 880v11,Running,Nevada,Las Vegas,Men,9.5,Grey,Mesh,130,700,455000
Asics,Gel-Kayano 28,Running,Nevada,Las Vegas,Women,9,Black,Mesh,160,650,455000
Fila,Trigate,Running,Nevada,Las Vegas,Men,10,Black/White,Mesh/Synthetic,65,525,341250
Nike,React Infinity Run,Running,Nevada,Las Vegas,Men,9.5,Blue/Green,Mesh,160,475,308750
Adidas,NMD_R1,Lifestyle,Nevada,Las Vegas,Women,8,White/Black,Primeknit,140,475,356250
Reebok,Nano 9,CrossFit,Nevada,Las Vegas,Men,10,Black,Synthetic/Textile,130,400,320000
Converse,Jack Purcell,Casual,Nevada,Las Vegas,Women,7.5,White,Canvas,65,600,360000
Puma,Calibrate Runner,Running,Nevada,Las Vegas,Men,11,Black/White,Mesh,120,600,390000
Vans,Era,Skate,Nevada,Las Vegas,Women,7.5,Pink,Canvas,50,450,270000
New Balance,327,Casual,Nevada,Las Vegas,Men,8,Grey/Green,Suede/Mesh,100,400,240000
Asics,Gel-Quantum 180 5,Running,Nevada,Las Vegas,Women,9,Pink/Black,Mesh/Synthetic,120,400,280000
Fila,D-Formation,Fashion,Nevada,Las Vegas,Men,9.5,White/Red,Leather/Synthetic,70,450,337500
Skechers,Max Cushioning Elite,Running,Nevada,Las Vegas,Women,6.5,Grey/Pink,Mesh,90,550,330000
Nike,ZoomX Vaporfly Next%,Running,Nevada,Las Vegas,Men,10,Black/White,Mesh,250,550,357500
Adidas,Yeezy Boost 350 V2,Fashion,Nevada,Las Vegas,Women,7.5,Cream White,Primeknit,220,375,225000
Reebok,Aztrek 96,Casual,Nevada,Las Vegas,Men,11.5,Black/White,Suede/Textile,90,350,210000
Converse,Chuck 70,Casual,Nevada,Las Vegas,Women,6.5,Sunflower,Canvas,85,325,227500
Puma,Future Rider,Lifestyle,Nevada,Las Vegas,Men,10,Blue/Red,Synthetic/Mesh,80,375,281250
Vans,Sk8-Hi,Skate,Nevada,Las Vegas,Women,8,Yellow,Canvas/Suede,65,575,345000
New Balance,Fresh Foam More,Running,Nevada,Las Vegas,Men,9.5,Black/White,Mesh,165,575,373750
Asics,Gel-Kayano 28,Running,Nevada,Las Vegas,Women,7,White/Pink,Mesh,160,425,255000
Fila,Venom,Fashion,Nevada,Las Vegas,Men,8.5,White/Red/Navy,Leather/Synthetic,65,400,240000
Nike,Air Force 1 '07,Basketball,Nevada,Las Vegas,Men,11,White,Leather,90,350,245000
Adidas,NMD_R1,Lifestyle,Nevada,Las Vegas,Women,8,Pink,Primeknit,130,475,356250
Reebok,Nano X1 Adventure,Training,Nevada,Las Vegas,Men,10.5,Grey,Flexweave,130,675,405000
Converse,Jack Purcell Low Top,Casual,Nevada,Las Vegas,Women,7,White,Canvas,65,675,438750
Puma,Clyde All-Pro,Basketball,Nevada,Las Vegas,Men,12,Black/White,Leather/Synthetic,130,475,285000
Vans,SK8-Hi,Skate,Nevada,Las Vegas,Women,7.5,Pink,Suede/Canvas,65,475,285000
New Balance,327,Lifestyle,Nevada,Las Vegas,Men,9.5,Green,Suede/Mesh,90,400,280000
Asics,Gel-Lyte III,Lifestyle,Nevada,Las Vegas,Women,9,Black/Grey,Leather/Suede,110,500,375000
Fila,Original Fitness,Fashion,Nevada,Las Vegas,Men,9.5,White,Leather,60,425,127500
Skechers,Max Cushioning Elite,Running,Nevada,Las Vegas,Women,7,Black,Mesh,100,425,170000
Nike,Air Zoom Pegasus 38,Running,Nevada,Las Vegas,Men,10,Blue,Mesh,120,425,170000
Adidas,Harden Vol. 5,Basketball,Nevada,Las Vegas,Women,8.5,Grey,Textile,130,275,110000
Reebok,DMX Trail Shadow,Running,Colorado,Denver,Men,9,Orange,Synthetic/Mesh,120,225,101250
Converse,Chuck 70 High Top,Casual,Colorado,Denver,Men,11.5,Black,Canvas,85,475,190000
Puma,RS-X Hard Drive,Lifestyle,Colorado,Denver,Women,6.5,Silver/White,Mesh/Synthetic,120,525,157500
Vans,Era,Skate,Colorado,Denver,Men,8.5,Red,Canvas,50,425,170000
New Balance,Fresh Foam More v3,Running,Colorado,Denver,Women,8,Black,Mesh/Synthetic,165,425,170000
Asics,Gel-Quantum 360 6,Running,Colorado,Denver,Men,10.5,Black/Red,Mesh/Synthetic,170,275,110000
Fila,Mindblower,Fashion,Colorado,Denver,Women,7,Pink,Synthetic,75,200,90000
Skechers,D'Lites Fresh Start,Walking,Colorado,Denver,Men,12,White,Synthetic/Leather,65,400,160000
Nike,Blazer Mid '77,Skate,Colorado,Denver,Men,9,Black/White,Leather,100,550,220000
Adidas,Ultraboost DNA,Running,Colorado,Denver,Women,8.5,Grey,Primeknit,180,400,200000
Reebok,Classic Nylon,Casual,Colorado,Denver,Men,12,Navy,Nylon,65,400,220000
Converse,Chuck 70,Casual,Colorado,Denver,Women,6.5,Pink,Canvas,85,300,165000
Puma,Calibrate Runner,Running,Colorado,Denver,Men,10,Black,Mesh,90,150,90000
Vans,Sk8-Hi,Skate,Colorado,Denver,Women,7.5,Red,Canvas/Suede,70,350,192500
New Balance,Fresh Foam More,Running,Colorado,Denver,Men,9.5,Black,Mesh,160,525,315000
Asics,Gel-Quantum 180,Running,Colorado,Denver,Women,7.5,Blue,Mesh,120,325,211250
Fila,D-Formation,Fashion,Colorado,Denver,Men,11,White,Leather,70,375,243750
Skechers,Solar Fuse,Walking,Colorado,Denver,Women,8,Grey,Mesh,70,275,165000
Nike,Air Max 2090,Running,Colorado,Denver,Men,10.5,Green,Mesh,150,175,113750
Adidas,Adilette Shower,Slides,Colorado,Denver,Women,6,Pink,Synthetic,25,325,260000
Reebok,Nano X1,Training,Colorado,Denver,Men,11,Red,Mesh,130,525,315000
Converse,Jack Purcell,Casual,Colorado,Denver,Women,7.5,White,Canvas,75,375,243750
Puma,Suede Classic+,Casual,Colorado,Denver,Men,8,Black,Suede,65,375,243750
Vans,Slip-On,Skate,Colorado,Denver,Women,9,Checkerboard Black/White,Canvas,50,275,165000
New Balance,FuelCell Rebel v2,Running,Colorado,Denver,Men,8.5,Green,Mesh,130,175,113750
Asics,Gel-Sonoma 6,Trail,Colorado,Denver,Women,6.5,Grey,Mesh,75,475,380000
Fila,Ray Tracer Evo,Fashion,Colorado,Denver,Men,12,Black,Synthetic,65,725,435000
Skechers,Max Cushioning,Running,Colorado,Denver,Women,8,Navy,Mesh,85,575,373750
Nike,React Infinity Run Flyknit,Running,Colorado,Denver,Men,11,Blue,Flyknit,160,575,373750
Nike,Air Force 1 Low,Casual,Colorado,Denver,Men,12,White,Leather,90,450,292500
Adidas,Yeezy Boost 350,Fashion,Colorado,Denver,Women,8,Cream White,Primeknit,220,325,227500
Reebok,Nano 9,Training,Colorado,Denver,Men,11,Black/Gum,Flexweave/Cushioning,130,625,531250
Converse,Jack Purcell,Casual,Colorado,Denver,Women,7.5,Egret/Black,Canvas,65,775,503750
Puma,Calibrate Runner,Running,Colorado,Denver,Men,10.5,Grey,Mesh,100,625,437500
Vans,Sk8-Hi,Skate,Colorado,Denver,Women,9.5,Black/White,Canvas/Suede,70,575,402500
New Balance,997H,Casual,Colorado,Denver,Men,9.5,Black/Grey,Suede/Mesh,89.99,475,308750
Asics,Gel-Cumulus 22,Running,Colorado,Denver,Women,8,Pink,Mesh,120,525,367500
Fila,Mindblower,Fashion,Colorado,Denver,Men,8.5,White/Navy/Red,Synthetic/Leather,75,525,446250
Skechers,Go Walk 5,Walking,Colorado,Denver,Women,7,Black,Mesh,60,725,507500
Nike,Blazer Low,Casual,Colorado,Denver,Men,10,Black,Leather,85,675,506250
Adidas,Ultraboost 6.0,Running,Colorado,Denver,Women,7,Grey,Primeknit,180,550,385000
Reebok,Aztrek 96,Casual,Colorado,Denver,Men,12,White/Black,Synthetic,90,500,350000
Converse,Pro Leather,Basketball,Colorado,Denver,Women,8.5,White,Leather,75,500,375000
Puma,Suede Classic,Casual,Colorado,Denver,Men,9.5,Black/White,Suede,65,400,320000
Vans,Era,Skate,Colorado,Denver,Women,8,True White,Canvas,50,600,390000
New Balance,1500v6,Racing,Colorado,Denver,Men,8,Orange,Mesh,110,600,420000
Asics,Gel-Kayano 27,Running,Colorado,Denver,Women,7,Grey,Mesh,160,450,292500
Fila,Original Fitness,Casual,Colorado,Denver,Men,10.5,Black,Leather,60,400,260000
Skechers,Go Run Mojo,Running,Colorado,Denver,Women,9.5,Grey/Pink,Mesh,60,400,300000
Nike,Air Force 1,Casual,Colorado,Denver,Men,10.5,White,Leather,90,425,297500
Adidas,NMD_R1,Lifestyle,Colorado,Denver,Women,8.5,Grey/Pink,Primeknit,140,525,288750
Reebok,Nano X1 Adventure,Training,Colorado,Denver,Men,11,Black,Knit,130,525,315000
Converse,Chuck 70,Casual,Colorado,Denver,Women,7,Pink,Canvas,85,350,192500
Puma,Cali Sport,Fashion,Colorado,Denver,Women,6.5,White/Black,Leather,80,325,178750
Vans,Sk8-Hi,Skate,Colorado,Denver,Men,9.5,Blue/White,Suede/Canvas,70,300,195000
New Balance,Fresh Foam More v3,Running,Colorado,Denver,Women,7.5,Pink/White,Mesh,165,350,245000
Asics,Gel-Cumulus 23,Running,Colorado,Denver,Men,9.5,Black,Mesh,120,575,316250
Fila,Trail Blazer,Hiking,Colorado,Denver,Women,9.5,Green,Suede/Leather,70,575,345000
Skechers,Go Run Mojo Pep,Running,Colorado,Denver,Men,8.5,Black,Mesh,70,425,233750
Nike,Air Zoom Pegasus 38,Running,Colorado,Denver,Women,6.5,Blue/Pink,Mesh,120,400,260000
Adidas,Superstar,Casual,Colorado,Denver,Men,11,White/Black,Leather,80,375,281250
Reebok,Classic Nylon,Casual,Colorado,Denver,Women,8.5,Purple,Nylon,65,500,400000
Converse,Jack Purcell,Casual,Colorado,Denver,Men,9,White,Canvas,70,700,455000
Puma,Suede Classic+,Casual,Colorado,Denver,Women,7,Black,Suede,65,700,490000
Vans,Era,Skate,Colorado,Denver,Men,10.5,Black/White,Canvas,55,500,325000
New Balance,574,Casual,Colorado,Denver,Women,9,Grey/White,Suede/Mesh,80,500,325000
Asics,Gel-Contend 7,Running,Colorado,Denver,Men,10,Blue,Mesh,70,425,318750
Fila,Trigate,Running,Colorado,Denver,Women,7,Black/Pink,Synthetic/Mesh,70,525,420000
Skechers,Flex Appeal 4.0,Training,Colorado,Denver,Men,8.5,Grey/Orange,Knit,70,450,180000
Nike,Air Force 1 Low,Casual,Colorado,Denver,Men,9.5,White,Leather,90,450,225000
Adidas,Yeezy Boost 350 V2,Lifestyle,Colorado,Denver,Men,11,Cream White,Primeknit,220,450,225000
Reebok,Aztrek,Retro,Colorado,Denver,Women,7.5,Black/Gold/Red,Suede/Mesh,90,300,150000
Converse,Jack Purcell,Casual,Washington,Seattle,Men,8,Navy,Canvas,65,250,137500
Puma,Calibrate Runner,Running,Washington,Seattle,Women,8,Grey/White,Mesh,80,500,250000
Vans,Era,Skate,Washington,Seattle,Men,10,Black/White,Canvas,55,550,220000
New Balance,327,Retro,Washington,Seattle,Men,12,Grey/Orange,Suede/Mesh,100,450,225000
Asics,Gel-Kayano 27,Running,Washington,Seattle,Women,9.5,Blue/Pink,Mesh,160,450,225000
Fila,D-Formation,Fashion,Washington,Seattle,Men,9,Black,Leather/Synthetic,65,300,150000
Skechers,Go Run Ride 8,Running,Washington,Seattle,Women,7.5,Black/Pink,Mesh,90,225,123750
Nike,React Infinity Run,Running,Washington,Seattle,Men,11,Black,Mesh/Synthetic,160,425,212500
Adidas,NMD_R1,Lifestyle,Washington,Seattle,Women,8,Black/Grey,Primeknit,130,575,287500
Reebok,Club MEMT,Casual,Washington,Seattle,Men,9.5,White/Grey,Leather,65,425,255000
Converse,Chuck 70,Skate,Washington,Seattle,Women,6.5,White,Canvas,85,425,276250
Puma,Clyde,Retro,Washington,Seattle,Men,8,Red,Suede,80,325,211250
Vans,Sk8-Hi,Skate,Washington,Seattle,Women,7.5,Pink/White,Canvas,65,175,122500
New Balance,1080v10,Running,Washington,Seattle,Men,10.5,Grey,Mesh,150,375,243750
Asics,Gel-Quantum 180,Running,Washington,Seattle,Women,7.5,Black/White,Mesh,140,550,385000
Fila,Original Fitness,Casual,Washington,Seattle,Men,10,White/Navy/Red,Leather,60,350,262500
Skechers,Summits,Walking,Washington,Seattle,Women,9,Black/Grey,Mesh,60,400,300000
Nike,Air Force 1,Basketball,Washington,Seattle,Men,11,White,Leather,90,300,180000
Adidas,Yeezy Boost 350 V2,Lifestyle,Washington,Seattle,Men,9,Natural,Primeknit,220,200,130000
Reebok,Legacy Lifter,Weightlifting,Washington,Seattle,Men,10.5,Black,Synthetic,150,350,280000
Converse,Jack Purcell,Casual,Washington,Seattle,Women,7.5,White,Canvas,75,550,330000
Puma,Calibrate Runner,Running,Washington,Seattle,Men,10,Grey,Mesh,100,400,260000
Vans,Slip-On,Skate,Washington,Seattle,Women,8.5,Checkered,Canvas,50,400,260000
New Balance,327,Casual,Washington,Seattle,Men,9,Navy/Red,Suede/Nylon,100,300,180000
Asics,Gel-Quantum 360 6,Running,Washington,Seattle,Women,8.5,Pink,Mesh,150,200,130000
Fila,Mindblower,Fashion,Washington,Seattle,Men,11,White/Navy,Synthetic,75,500,400000
Skechers,Go Run Mojo,Running,Washington,Seattle,Women,7.5,Black/Pink,Mesh,65,750,562500
Nike,Zoom Fly 3,Running,Washington,Seattle,Men,10,Black,Mesh,160,625,500000
Adidas,Ultra Boost DNA,Running,Washington,Seattle,Women,8.5,Grey,Primeknit,180,625,500000
Reebok,Nano 9,Crossfit,Washington,Seattle,Men,9.5,Grey/Black,Mesh,130,500,400000
Converse,Pro Leather,Skate,Washington,Seattle,Women,6,White,Leather,75,375,318750
Puma,Clyde All-Pro,Basketball,Washington,Seattle,Men,11.5,White/Black,Leather,130,675,675000
Vans,Sk8-Hi,Skate,Washington,Seattle,Men,8.5,Black/White,Suede/Canvas,70,825,660000
New Balance,574,Casual,Washington,Seattle,Women,7.5,Burgundy,Suede/Leather,80,675,573750
Asics,Gel-Cumulus 23,Running,Washington,Seattle,Men,11.5,Black/Red,Mesh,120,625,531250
Fila,Original Fitness,Casual,Washington,Seattle,Women,8.5,White/Navy,Leather,65,525,420000
Skechers,Go Walk 5,Walking,Washington,Seattle,Men,9,Charcoal,Mesh,65,575,488750
Nike,Air Force 1,Casual,Washington,Seattle,Men,8.5,White,Leather,90,575,575000
Adidas,Yeezy Boost 350,Lifestyle,Washington,Seattle,Men,10,Grey,Primeknit,220,775,658750
Reebok,Nano 9,Crossfit,Washington,Seattle,Women,7,Black,Mesh,130,750,600000
Converse,All Star,Casual,Washington,Seattle,Men,9,Red,Canvas,55,625,468750
Puma,Clyde Court,Basketball,Washington,Seattle,Men,11,Black,Mesh,120,575,431250
Vans,Sk8-Hi,Skate,Washington,Seattle,Women,7.5,Red,Suede,65,575,431250
New Balance,327,Lifestyle,Washington,Seattle,Men,9,Green,Suede/Mesh,90,400,320000
Asics,Gel-Kinsei OG,Running,Washington,Seattle,Women,8.5,White,Mesh,180,600,420000
Fila,Mindblower,Fashion,Washington,Seattle,Men,10,Blue,Synthetic,75,600,450000
Skechers,Go Walk 5,Walking,Washington,Seattle,Women,8,Grey,Mesh,60,450,315000
Nike,Zoom Pegasus 38,Running,Washington,Seattle,Men,10,Black,Mesh,120,400,280000
Adidas,NMD_R1,Lifestyle,Washington,Seattle,Women,7.5,Black/Pink,Primeknit,140,425,340000
Reebok,Aztrek 96,Casual,Washington,Seattle,Men,11,Grey,Synthetic,90,450,292500
Converse,Pro Leather,Basketball,Washington,Seattle,Women,8.5,White,Leather,85,550,330000
Puma,RS-X,Lifestyle,Washington,Seattle,Men,9,Black,Leather,110,550,357500
Vans,Era,Skate,Washington,Seattle,Women,6.5,Black,Canvas,50,375,225000
New Balance,FuelCell Rebel v2,Running,Washington,Seattle,Women,9.5,Blue,Mesh,130,350,210000
Asics,Gel-Quantum 360 6,Running,Washington,Seattle,Men,9,Black/Grey,Mesh,180,325,227500
Fila,V94M Low,Fashion,Washington,Seattle,Women,7,White/Pink,Leather,75,375,281250
Skechers,Stamina,Training,Washington,Seattle,Men,9,Black,Leather,65,600,360000
Nike,SB Dunk Low,Skate,Washington,Seattle,Men,9.5,Orange,Leather,100,625,406250
Nike,Air Force 1,Casual,Washington,Seattle,Men,11,White/Black,Leather,90,475,285000
Adidas,Yeezy Boost 350 V2,Fashion,Washington,Seattle,Women,8.5,Cinder,Primeknit,220,450,315000
Reebok,Zig Kinetica II,Running,Washington,Seattle,Men,9.5,Black/White,Mesh/Synthetic,120,425,382500
Converse,Jack Purcell,Casual,Washington,Seattle,Women,7.5,Black/White,Canvas,65,550,522500
Puma,Calibrate Runner,Running,Washington,Seattle,Men,10,Grey,Mesh,100,750,600000
Vans,Sk8-Hi,Skate,Washington,Seattle,Women,6.5,Blue/White,Suede/Canvas,70,750,637500
New Balance,574 Classic,Casual,Washington,Seattle,Men,9.5,Black/Yellow,Suede/Mesh,80,550,440000
Asics,Gel-Kayano Lite,Running,Washington,Seattle,Women,8.5,Purple,Mesh/Synthetic,120,550,440000
Fila,Trailblazer,Fashion,Washington,Seattle,Men,10.5,Black/Gold,Leather/Suede,75,475,427500
Skechers,Uno Bold,Lifestyle,Washington,Seattle,Women,7.5,Pink/White,Synthetic,70,575,546250
Nike,Air Max 2090,Running,Washington,Seattle,Men,11.5,Black/White,Mesh/Synthetic,150,1050,472500
Adidas,Ultra Boost DNA,Running,Washington,Seattle,Women,8,Grey/White,Primeknit,180,850,382500
Reebok,Classic Leather,Casual,Washington,Seattle,Men,12,Navy/White,Leather,75,850,297500
Converse,Chuck 70,Casual,Washington,Seattle,Women,9,Red,Canvas,85,700,280000
Puma,Suede Classic,Casual,Florida,Miami,Men,9.5,Red/White,Suede,65,750,412500
Vans,Era,Skate,Florida,Miami,Women,7,Black/White,Canvas,55,850,382500
New Balance,FuelCell Rebel v2,Running,Florida,Miami,Men,10.5,Blue/Yellow,Mesh,100,1100,495000
Asics,Gel-Quantum 360 6,Running,Florida,Miami,Women,7.5,White/Grey,Mesh/Synthetic,180,750,337500
Fila,Strada,Fashion,Florida,Miami,Men,11,White/Red/Blue,Synthetic,70,800,280000
Nike,Air Force 1,Casual,Florida,Miami,Men,12,White,Leather,90,675,270000
Adidas,NMD_R1,Lifestyle,Florida,Miami,Women,7,Pink,Primeknit,140,750,412500
Reebok,Nano X1,Training,Florida,Miami,Men,11,Black,Flexweave,130,850,382500
Converse,Jack Purcell,Casual,Florida,Miami,Men,9,White,Canvas,65,1070,481500
Puma,Clyde All-Pro,Basketball,Florida,Miami,Men,10.5,Black,Leather,130,750,337500
Vans,Sk8-Hi,Skate,Florida,Miami,Women,8,Black/White,Suede/Canvas,65,775,271250
New Balance,327,Lifestyle,Florida,Miami,Men,9.5,Grey,Suede/Mesh,90,625,250000
Asics,Gel-Quantum 360 6,Running,Florida,Miami,Women,8.5,Black/Pink,Mesh/Synthetic,160,675,371250
Fila,Mindblower,Fashion,Florida,Miami,Men,10,White/Black,Leather/Synthetic,75,775,348750
Skechers,Max Cushioning Elite,Running,Florida,Miami,Women,7,Grey/Pink,Mesh,90,1025,461250
Nike,ZoomX Invincible,Running,Florida,Miami,Men,10.5,Blue,Mesh,180,725,326250
Adidas,Harden Vol. 5,Basketball,Florida,Miami,Women,8.5,Purple,Synthetic,130,725,253750
Reebok,Classic Nylon,Casual,Florida,Miami,Men,12,Navy,Nylon,60,650,260000
Converse,Chuck 70,Casual,Florida,Miami,Women,7,Ivory,Canvas,85,675,371250
Puma,Suede Classic+,Casual,Florida,Miami,Men,8.5,Black/White,Suede,65,800,360000
Vans,Era,Skate,Florida,Miami,Men,9.5,Red,Canvas,50,1070,588500
New Balance,FuelCell Prism,Running,Florida,Miami,Women,9.5,Black,Mesh,90,775,426250
Asics,Gel-Excite 8,Running,Florida,Miami,Men,9,Grey/Black,Mesh,75,750,375000
Fila,Spaghetti,Fashion,Florida,Miami,Women,7,White,Leather/Synthetic,70,700,350000
Skechers,D'Lites Fresh Start,Walking,Florida,Miami,Men,10.5,Black,Leather,60,725,435000
Nike,Air Force 1,Casual,Florida,Miami,Men,11,White,Leather,90,825,536250
Adidas,NMD_R1,Lifestyle,Florida,Miami,Women,8,Black,Primeknit,140,1075,645000
Reebok,Nano 9,Training,Florida,Miami,Men,10.5,Red,Mesh,130,825,453750
Converse,Jack Purcell,Casual,Florida,Miami,Women,7.5,White,Canvas,65,800,400000
Puma,Calibrate Runner,Running,Florida,Miami,Men,8.5,Black,Mesh,90,775,387500
Vans,Sk8-Hi,Skate,Florida,Miami,Women,9,Purple,Suede/Canvas,65,775,503750
New Balance,Fresh Foam More v3,Running,Florida,Miami,Women,9,Grey,Mesh,160,925,647500
